current_action,actual_next_action,top1_hit,top3_hit,train_probability
Téléchargement de la carte de tiers payant,Envoi d'un message,0,0,0.0
Envoi d'un message,Téléchargement de la carte de tiers payant,0,0,0.0022123893805309734
Téléchargement de la carte de tiers payant,Envoi d'un message,0,0,0.0
Envoi d'un message,Téléchargement de la carte de tiers payant,0,0,0.0022123893805309734
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Envoi d'un document,Téléchargement de la carte de tiers payant,0,0,0.016489556614144377
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,0,0,0.015817223198594025
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Exporter remboursement,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0011251758087201125
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Partager un justificatif du PACS,0,0,0.011247443762781187
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Partager un justificatif du PACS,Contactez nous : via message (Mes garanties),0,0,0.0013596193065941536
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00450070323488045
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Connexion en tant que,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0013630168105406633
Validation MFA,Contactez nous : via message (Mes garanties),0,0,0.012092174309833448
Contactez nous : via message (Mes garanties),Ouverture d'un document contractuel,0,0,0.007905138339920948
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Ouverture d'un document contractuel,Envoi carte TP par mail,0,0,0.005188067444876783
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Ouverture d'un document contractuel,Envoi carte TP par mail,0,0,0.005188067444876783
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Connexion,Déconnexion,0,0,0.007272293752980448
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.005833333333333334
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,Téléchargement de la carte de tiers payant,0,0,0.003399048266485384
Téléchargement de la carte de tiers payant,Partager un justificatif du PACS,0,0,0.004805125467164976
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0033381020505484026
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Contactez nous : via message (Mes garanties),Ouverture d'un document contractuel,0,0,0.007905138339920948
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Envoi d'un message,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0022123893805309734
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Contactez nous : via message (Mes cotisations),Partager un justificatif du PACS,0,0,0.0
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Télécharger un décompte,Renvoi carte TP papier,0,0,0.011595547309833023
Signature électronique d'un mandat sepa,Envoi carte TP par mail,0,0,0.006872852233676976
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Changer ses informations personnel,Changer l'organisme de rattachement sécu. Social,0,0,0.0022222222222222222
Partager un justificatif du PACS,Télécharger un décompte,0,0,0.018354860639021073
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Connexion,Contactez nous : via message (Mes garanties),0,0,0.004649499284692418
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Déconnexion,0,0,0.007272293752980448
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Signature électronique d'un mandat sepa,Envoi carte TP par mail,0,0,0.006872852233676976
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.002503576537911302
Connexion en tant que,demander un renvoi par mail d'échéancier,0,0,0.003634711494775102
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
"Changer les coordonnées bancaire, changement de RIB pour les cotisations","Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.01757469244288225
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Renvoi carte TP papier,Changement de Mot de passe,0,0,0.005535055350553505
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Changer ses informations personnel,Renvoi carte TP papier,0,0,0.005555555555555556
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
"Changer les coordonnées bancaire, changement de RIB pour les remboursements","Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.017382413087934562
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,Contactez nous : via message (Mes garanties),0,0,0.004649499284692418
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,0,0,0.015817223198594025
Changer ses informations personnel,Changer l'organisme de rattachement sécu. Social,0,0,0.0022222222222222222
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Validation MFA,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0018252338580880675
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Envoi d'un message,Exporter remboursement,0,0,0.00663716814159292
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,envoi d'une demande de résiliation,0,0,0.003399048266485384
Exporter remboursement,demander un renvoi par mail d'échéancier,0,0,0.0033755274261603376
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Ouverture d'un document contractuel,0,0,0.014314928425357873
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Changement de Mot de passe,0,0,0.015817223198594025
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Contactez nous : via message (Mes cotisations),0,0,0.002384358607534573
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion en tant que,Ajout de la carte tiers payant dans le wallet,0,0,0.004997728305315766
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Connexion en tant que,Ajout de la carte tiers payant dans le wallet,0,0,0.004997728305315766
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Connexion en tant que,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0013630168105406633
Contactez nous : via message (Ma carte tiers-payant),Téléchargement de la carte de tiers payant,0,0,0.0
Téléchargement de la carte de tiers payant,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Téléchargement de la carte de tiers payant,0,0,0.0
Téléchargement de la carte de tiers payant,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Téléchargement de la carte de tiers payant,0,0,0.0
Téléchargement de la carte de tiers payant,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Téléchargement de la carte de tiers payant,0,0,0.0
Téléchargement de la carte de tiers payant,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.0014064697609001407
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00450070323488045
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Exporter remboursement,Changer les coordonnées bancaire,0,0,0.00450070323488045
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Signature électronique d'un mandat sepa,Envoi carte TP par mail,0,0,0.006872852233676976
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Changer l'organisme de rattachement sécu. Social,Télécharger le certificat d'adhésion,0,0,0.0
Télécharger le certificat d'adhésion,Envoi carte TP par mail,0,0,0.01680672268907563
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Télécharger le certificat d'adhésion,0,0,0.005272407732864675
Connexion,Contactez nous : via message (Mes remboursements),0,0,0.004291845493562232
Contactez nous : via message (Mes remboursements),demander un renvoi par mail d'échéancier,0,0,0.013745704467353952
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Contactez nous : via message (Mes garanties),demander un renvoi par mail d'échéancier,0,0,0.019762845849802372
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Signature électronique d'un mandat sepa,Télécharger un décompte,0,0,0.003965107057890563
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Envoi d'un document,Contactez nous : via message (Mes cotisations),0,0,0.0010993037742762918
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi d'un document,Changer l'organisme de rattachement sécu. Social,0,0,0.01282521069989007
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Envoi d'une réclamation,Exporter remboursement,0,0,0.019101123595505618
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Téléchargement carte TP,Ajout de la carte tiers payant dans le wallet,0,0,0.017924528301886792
Connexion SSO,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004837067209775967
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Télécharger le certificat d'adhésion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0058823529411764705
Télécharger le certificat d'adhésion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0058823529411764705
Télécharger le certificat d'adhésion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0058823529411764705
Télécharger le certificat d'adhésion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0058823529411764705
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Ouverture d'un document contractuel,0,0,0.015817223198594025
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Téléchargement de la carte de tiers payant,envoi d'une demande de résiliation,0,0,0.001601708489054992
envoi d'une demande de résiliation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.00423728813559322
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Partager un justificatif du PACS,Télécharger le certificat d'adhésion,0,0,0.007477906186267845
Changer ses informations personnel,Téléchargement carte TP,0,0,0.0038888888888888888
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Téléchargement carte TP,Envoi d'un document,0,0,0.016037735849056604
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Téléchargement de la carte de tiers payant,Changement de Mot de passe,0,0,0.005339028296849973
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0033381020505484026
Contactez nous : via message (Mes prises en charge/devis),Changement de Mot de passe,0,0,0.0
envoi d'une demande de résiliation,Ouverture d'un document contractuel,0,0,0.014124293785310734
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Partager un justificatif du PACS,0,0,0.015730337078651686
Partager un justificatif du PACS,Envoi d'une réclamation,0,0,0.008157715839564922
Envoi d'une réclamation,Partager un justificatif du PACS,0,0,0.015730337078651686
Partager un justificatif du PACS,Envoi d'une réclamation,0,0,0.008157715839564922
Envoi d'une réclamation,Partager un justificatif du PACS,0,0,0.015730337078651686
Partager un justificatif du PACS,Envoi d'une réclamation,0,0,0.008157715839564922
Envoi d'une réclamation,Partager un justificatif du PACS,0,0,0.015730337078651686
Connexion en tant que,Ajout de la carte tiers payant dans le wallet,0,0,0.004997728305315766
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Exporter remboursement,Contactez nous : via message (Mes garanties),0,0,0.0028129395218002813
Exporter remboursement,Contactez nous : via message (Mes garanties),0,0,0.0028129395218002813
Connexion en tant que,Envoi d'une réclamation,0,0,0.005906406179009541
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Téléchargement carte TP,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement carte TP,0,0,0.0
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Ouverture d'un document contractuel,Ajout de la carte tiers payant dans le wallet,0,0,0.0034587116299178555
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Ajout de la carte tiers payant dans le wallet,0,0,0.0034587116299178555
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
Téléchargement carte TP,Ajout de la carte tiers payant dans le wallet,0,0,0.017924528301886792
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Envoi d'un document,Téléchargement de la carte de tiers payant,0,0,0.016489556614144377
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Télécharger le certificat d'adhésion,Envoi carte TP par mail,0,0,0.01680672268907563
Changer les coordonnées bancaire,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.0096
Connexion en tant que,Changer ses informations personnel,0,0,0.00408905043162199
Téléchargement carte TP,Partager un justificatif du PACS,0,0,0.007547169811320755
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,Renvoi carte TP papier,0,0,0.002824858757062147
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.008702908917501192
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Télécharger un décompte,Signature électronique d'un mandat sepa,0,0,0.0037105751391465678
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Validation MFA,Contactez nous : via message (Mes remboursements),0,0,0.009126169290440338
Validation MFA,Ajout de la carte tiers payant dans le wallet,0,0,0.0025096965548710927
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Télécharger le certificat d'adhésion,0,0,0.016853932584269662
Envoi d'un document,Changer l'organisme de rattachement sécu. Social,0,0,0.01282521069989007
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Télécharger le certificat d'adhésion,0,0,0.00105736188210415
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion,Envoi d'un message,0,0,0.00798760133524082
Contactez nous : via message (Mes garanties),Partager un justificatif du PACS,0,0,0.007905138339920948
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Exporter remboursement,Signature électronique d'un mandat sepa,0,0,0.007032348804500703
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Changer les coordonnées bancaire,Renvoi carte TP papier,0,0,0.0037333333333333333
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Partager un justificatif du PACS,Contactez nous : via message (Mes cotisations),0,0,0.0006798096532970768
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Télécharger le certificat d'adhésion,0,0,0.016853932584269662
Télécharger le certificat d'adhésion,Envoi d'une réclamation,0,0,0.014285714285714285
Envoi d'une réclamation,Télécharger le certificat d'adhésion,0,0,0.016853932584269662
Télécharger le certificat d'adhésion,Envoi d'une réclamation,0,0,0.014285714285714285
Envoi d'une réclamation,Télécharger le certificat d'adhésion,0,0,0.016853932584269662
Téléchargement de la carte de tiers payant,Télécharger le certificat d'adhésion,0,0,0.011745862253069941
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Téléchargement de la carte de tiers payant,Télécharger le certificat d'adhésion,0,0,0.011745862253069941
Téléchargement de la carte de tiers payant,Télécharger le certificat d'adhésion,0,0,0.011745862253069941
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Changer l'organisme de rattachement sécu. Social,Partager un justificatif du PACS,0,0,0.010038240917782026
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
Signature électronique d'un mandat sepa,Changement de Mot de passe,0,0,0.007137192704203013
Changement de Mot de passe,envoi d'une demande de résiliation,0,0,0.0006253908692933083
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Changement de Mot de passe,Téléchargement carte TP,0,0,0.0031269543464665416
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Changement de Mot de passe,0,0,0.00423728813559322
Changement de Mot de passe,Renvoi carte TP papier,0,0,0.004377736085053158
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Envoi carte TP par mail,demander un renvoi par mail d'échéancier,0,0,0.0011737089201877935
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
envoi d'une demande de résiliation,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0014124293785310734
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,Changer ses informations personnel,0,0,0.00423728813559322
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.005833333333333334
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Envoi d'un document,Téléchargement carte TP,0,0,0.005496518871381458
Télécharger un décompte,Téléchargement carte TP,0,0,0.016233766233766232
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
